Symbol,Company Name,Industry,Market Cap
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,64.06M
STSS,"Sharps Technology, Inc.",Medical Instruments & Supplies,3.53M
STT,State Street Corporation,Asset Management,23.12B
STTK,"Shattuck Labs, Inc.",Biotechnology,493.34M
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,6.68B
STWD,"Starwood Property Trust, Inc.",REIT - Mortgage,6.30B
STX,Seagate Technology Holdings plc,Computer Hardware,19.51B
STXS,"Stereotaxis, Inc.",Medical Instruments & Supplies,179.86M
STZ,"Constellation Brands, Inc.",Beverages - Wineries & Distilleries,47.83B
SU,Suncor Energy Inc.,Oil & Gas Integrated,51.39B
SUGP,SU Group Holdings Limited,Security & Protection Services,31.16M
SUI,"Sun Communities, Inc.",REIT - Residential,14.56B
SUM,"Summit Materials, Inc.",Building Materials,7.06B
SUN,Sunoco LP,Oil & Gas Refining & Marketing,8.26B
SUP,"Superior Industries International, Inc.",Auto Parts,107.11M
SUPN,"Supernus Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,1.59B
SUPV,Grupo Supervielle S.A.,Banks - Regional,815.71M
SURG,"SurgePays, Inc.",Software - Application,73.85M
SUUN,SolarBank Corporation,Utilities - Renewable,159.56M
SUZ,Suzano S.A.,Paper & Paper Products,12.92B
SVC,Service Properties Trust,REIT - Hotel & Motel,952.29M
SVCO,"Silvaco Group, Inc.",Software - Application,542.94M
SVII,Spring Valley Acquisition Corp. II,Shell Companies,246.02M
SVM,Silvercorp Metals Inc.,Silver,638.56M
SVMH,SRIVARU Holding Limited,Auto Manufacturers,3.87M
SVRA,Savara Inc.,Biotechnology,653.58M
SVRE,SaverOne 2014 Ltd,Scientific & Technical Instruments,10.45M
SVT,"Servotronics, Inc.",Aerospace & Defense,31.85M
SVV,"Savers Value Village, Inc.",Specialty Retail,2.26B
SWAG,Stran & Company Inc,Advertising Agencies,23.82M
SWAV,"ShockWave Medical, Inc.",Medical Devices,12.41B
SWBI,"Smith & Wesson Brands, Inc.",Aerospace & Defense,743.29M
SWI,SolarWinds Corporation,Software - Infrastructure,1.93B
SWIM,"Latham Group, Inc.",Building Products & Equipment,430.97M
SWIN,Solowin Holdings Ordinary Share,Capital Markets,276.30M
SWK,"Stanley Black & Decker, Inc.",Tools & Accessories,13.76B
SWKH,SWK Holdings Corporation,Asset Management,218.09M
SWKS,"Skyworks Solutions, Inc.",Semiconductors,14.72B
SWN,Southwestern Energy Company,Oil & Gas Exploration & Production,7.92B
SWSS,Clean Energy Special Situations Corp,Shell Companies,66.18M
SWTX,"SpringWorks Therapeutics, Inc.",Biotechnology,3.05B
SWVL,Swvl Holdings Corp.,Software - Application,72.46M
SWX,"Southwest Gas Holdings, Inc.",Utilities - Regulated Gas,5.48B
SXC,"SunCoke Energy, Inc.",Coking Coal,872.70M
SXI,Standex International Corporation,Specialty Industrial Machinery,2.11B
SXT,Sensient Technologies Corporation,Specialty Chemicals,3.22B
SXTC,"China SXT Pharmaceuticals, Inc.",Drug Manufacturers - Specialty & Generic,10.86M
SXTP,"60 Degrees Pharmaceuticals, Inc.",Biotechnology,2.60M
SY,So-Young International Inc.,Health Information Services,145.69M
SYBT,"Stock Yards Bancorp, Inc.",Banks - Regional,1.41B
SYBX,"Synlogic, Inc.",Biotechnology,20.87M
SYF,Synchrony Financial,Credit Services,18.31B
SYK,Stryker Corporation,Medical Devices,125.84B
SYM,Symbotic Inc.,Specialty Industrial Machinery,24.27B
SYNA,Synaptics Incorporated,Semiconductors,3.46B
SYNX,Silynxcom Ltd.,Communication Equipment,12.30M
SYPR,"Sypris Solutions, Inc.",Auto Parts,30.74M
SYRA,Syra Health Corp.,Medical Care Facilities,9.57M
SYRE,"Spyre Therapeutics, Inc.",Biotechnology,1.34B
SYRS,"Syros Pharmaceuticals, Inc.",Biotechnology,135.65M
SYT,"SYLA Technologies Co., Ltd.",Software - Application,85.24M
SYTA,Siyata Mobile Inc.,Communication Equipment,1.61M
SYY,Sysco Corporation,Food Distribution,37.80B
T,AT&T Inc.,Telecom Services,123.04B
TAC,TransAlta Corporation,Utilities - Independent Power Producers,2.19B
TACT,TransAct Technologies Incorporated,Computer Hardware,38.41M
TAIT,Taitron Components Incorporated,Electronics & Computer Distribution,19.12M
TAK,Takeda Pharmaceutical Company Limited,Drug Manufacturers - Specialty & Generic,41.67B
TAL,TAL Education Group,Education & Training Services,8.12B
TALK,"Talkspace, Inc.",Health Information Services,470.75M
TALO,Talos Energy Inc.,Oil & Gas Exploration & Production,2.30B
TANH,Tantech Holdings Ltd,Household & Personal Products,2.25M
TAOP,Taoping Inc.,Software - Infrastructure,1.37M
TAP,Molson Coors Beverage Company,Beverages - Brewers,12.56B
TAP.A,Molson Coors Beverage Company,Beverages - Brewers,11.60B
TARA,"Protara Therapeutics, Inc.",Biotechnology,63.73M
TARO,Taro Pharmaceutical Industries Ltd.,Drug Manufacturers - Specialty & Generic,1.59B
TARS,"Tarsus Pharmaceuticals, Inc.",Biotechnology,1.38B
TASK,"TaskUs, Inc.",Information Technology Services,1.18B
TAST,"Carrols Restaurant Group, Inc.",Restaurants,524.02M
TATT,TAT Technologies Ltd.,Aerospace & Defense,130.44M
TAYD,"Taylor Devices, Inc.",Specialty Industrial Machinery,145.26M
TBBB,BBB Foods Inc.,Discount Stores,2.86B
TBBK,"The Bancorp, Inc.",Banks - Regional,1.73B
TBI,"TrueBlue, Inc.",Staffing & Employment Services,333.82M
TBIO,"Telesis Bio, Inc.",Medical Devices,8.78M
TBLA,Taboola.com Ltd.,Internet Content & Information,1.49B
TBLT,"ToughBuilt Industries, Inc.",Tools & Accessories,1.94M
TBMC,Trailblazer Merger Corporation I,Shell Companies,97.23M
TBNK,Territorial Bancorp Inc.,Banks - Regional,74.28M
TBPH,"Theravance Biopharma, Inc.",Biotechnology,448.90M
TBRG,"TruBridge, Inc.",Health Information Services,124.62M
TC,TuanChe Limited,Internet Content & Information,3.97M
TCBC,"TC Bancshares, Inc.",Banks - Regional,58.38M
TCBI,"Texas Capital Bancshares, Inc.",Banks - Regional,2.86B
TCBK,TriCo Bancshares,Banks - Regional,1.25B
TCBP,TC Biopharm (Holdings) Plc,Biotechnology,3.80M
TCBS,"Texas Community Bancshares, Inc.",Banks - Regional,45.40M
TCBX,"Third Coast Bancshares, Inc.",Banks - Regional,287.94M
TCI,"Transcontinental Realty Investors, Inc.",Real Estate Services,251.75M
TCJH,Top KingWin Ltd,Capital Markets,6.32M
TCMD,"Tactile Systems Technology, Inc.",Medical Devices,324.24M
TCOA,Zalatoris Acquisition Corp,Shell Companies,117.43M
TCOM,Trip.com Group Limited,Travel Services,34.35B
TCON,"TRACON Pharmaceuticals, Inc.",Biotechnology,82.59M
TCPC,BlackRock TCP Capital Corp.,Asset Management,908.98M
TCRT,"Alaunos Therapeutics, Inc.",Biotechnology,19.86M
TCRX,"TScan Therapeutics, Inc.",Biotechnology,346.23M
TCS,"The Container Store Group, Inc.",Specialty Retail,46.58M
TCTM,TCTM Kids IT Education Inc.,Education & Training Services,22.23M
TCX,Tucows Inc.,Software - Infrastructure,201.20M
TD,The Toronto-Dominion Bank,Banks - Diversified,100.07B
TDC,Teradata Corporation,Software - Infrastructure,3.19B
TDCX,TDCX Inc.,Specialty Business Services,1.04B
TDG,TransDigm Group Incorporated,Aerospace & Defense,72.90B
TDOC,"Teladoc Health, Inc.",Health Information Services,2.03B
TDS,"Telephone and Data Systems, Inc.",Telecom Services,2.13B
TDUP,ThredUp Inc.,Internet Retail,218.75M
TDW,Tidewater Inc.,Oil & Gas Equipment & Services,5.60B
TDY,Teledyne Technologies Incorporated,Scientific & Technical Instruments,18.63B
TEAM,Atlassian Corporation,Software - Application,46.56B
TECH,Bio-Techne Corporation,Biotechnology,12.69B
TECK,Teck Resources Limited,Other Industrial Metals & Mining,26.27B
TEF,"Telefónica, S.A.",Telecom Services,24.75B
TEL,TE Connectivity Ltd.,Electronic Components,44.73B
TELA,"TELA Bio, Inc.",Medical Devices,140.03M
TELL,Tellurian Inc.,Oil & Gas Exploration & Production,352.55M
TELO,"Telomir Pharmaceuticals, Inc.",Biotechnology,202.53M
TENB,"Tenable Holdings, Inc.",Software - Infrastructure,5.31B
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,74.38M
TENX,"Tenax Therapeutics, Inc.",Biotechnology,6.86M
TEO,Telecom Argentina S.A.,Telecom Services,4.96B
TER,"Teradyne, Inc.",Semiconductor Equipment & Materials,19.20B
TERN,"Terns Pharmaceuticals, Inc.",Biotechnology,358.95M
TETE,Technology & Telecommunication Acquisition Corporation,Shell Companies,75.65M
TEVA,Teva Pharmaceutical Industries Limited,Drug Manufacturers - Specialty & Generic,18.37B
TEX,Terex Corporation,Farm & Heavy Construction Machinery,4.17B
TFC,Truist Financial Corporation,Banks - Regional,52.52B
TFFP,"TFF Pharmaceuticals, Inc.",Biotechnology,6.69M
TFII,TFI International Inc.,Trucking,11.57B
TFIN,"Triumph Financial, Inc.",Banks - Regional,1.73B
TFPM,Triple Flag Precious Metals Corp.,Other Precious Metals & Mining,3.30B
TFSL,TFS Financial Corporation,Banks - Regional,3.62B
TFX,Teleflex Incorporated,Medical Instruments & Supplies,9.62B
TG,Tredegar Corporation,Metal Fabrication,220.01M
TGAA,Target Global Acquisition I Corp.,Shell Companies,104.70M
TGAN,"Transphorm, Inc.",Semiconductor Equipment & Materials,309.50M
TGB,Taseko Mines Limited,Copper,742.01M
TGI,"Triumph Group, Inc.",Aerospace & Defense,1.11B
TGL,Treasure Global Inc.,Software - Application,7.40M
TGLS,Tecnoglass Inc.,Building Materials,2.47B
TGNA,TEGNA Inc.,Broadcasting,2.56B
TGS,Transportadora de Gas del Sur S.A.,Oil & Gas Integrated,3.50B
TGT,Target Corporation,Discount Stores,75.02B
TGTX,"TG Therapeutics, Inc.",Biotechnology,2.57B
TGVC,TG Venture Acquisition Corp.,Shell Companies,40.62M
TH,Target Hospitality Corp.,Specialty Business Services,1.16B
THAR,"Tharimmune, Inc.",Biotechnology,4.64M
THC,Tenet Healthcare Corporation,Medical Care Facilities,12.42B
THCH,TH International Limited,Restaurants,176.43M
THCP,Thunder Bridge Capital Partners IV Inc.,Shell Companies,105.72M
THFF,First Financial Corporation,Banks - Regional,453.74M
THG,"The Hanover Insurance Group, Inc.",Insurance - Property & Casualty,4.88B
THM,International Tower Hill Mines Ltd.,Gold,137.75M
THMO,"ThermoGenesis Holdings, Inc.",Medical Devices,5.41M
THO,"Thor Industries, Inc.",Recreational Vehicles,5.61B
THR,"Thermon Group Holdings, Inc.",Specialty Industrial Machinery,1.16B
THRD,"Third Harmonic Bio, Inc.",Biotechnology,484.60M
THRM,Gentherm Incorporated,Auto Parts,1.62B
THRY,"Thryv Holdings, Inc.",Internet Content & Information,748.51M
THS,"TreeHouse Foods, Inc.",Packaged Foods,1.81B
THTX,Theratechnologies Inc.,Biotechnology,56.33M
TIGO,Millicom International Cellular S.A.,Telecom Services,3.88B
TIGR,UP Fintech Holding Limited,Capital Markets,570.33M
TIL,"Instil Bio, Inc.",Biotechnology,71.87M
TILE,"Interface, Inc.",Building Products & Equipment,935.87M
TIMB,TIM S.A.,Telecom Services,7.89B
TIPT,Tiptree Inc.,Insurance - Specialty,631.24M
TIRX,Tian Ruixiang Holdings Ltd,Insurance Brokers,1.67M
TISI,"Team, Inc.",Specialty Business Services,29.33M
TITN,Titan Machinery Inc.,Industrial Distribution,543.57M
TIVC,"Tivic Health Systems, Inc.",Medical Devices,762.51K
TIXT,TELUS International (Cda) Inc.,Software - Infrastructure,1.69B
TJX,"The TJX Companies, Inc.",Apparel Retail,111.91B
TK,Teekay Corporation,Oil & Gas Midstream,799.59M
TKC,Turkcell Iletisim Hizmetleri A.S.,Telecom Services,5.58B
TKLF,"Yoshitsu Co., Ltd",Specialty Retail,7.94M
TKNO,"Alpha Teknova, Inc.",Drug Manufacturers - Specialty & Generic,73.89M
TKO,"TKO Group Holdings, Inc.",Entertainment,8.12B
TKR,The Timken Company,Tools & Accessories,6.45B
TLF,"Tandy Leather Factory, Inc.",Specialty Retail,40.29M
TLGY,TLGY Acquisition Corporation,Shell Companies,133.42M
TLIS,Talis Biomedical Corporation,Medical Devices,16.91M
TLK,Telkom Indonesia (Persero) Tbk PT,Telecom Services,19.05B
TLPH,"Talphera, Inc.",Drug Manufacturers - Specialty & Generic,17.20M
TLRY,"Tilray Brands, Inc.",Drug Manufacturers - Specialty & Generic,1.56B
TLS,Telos Corporation,Software - Infrastructure,256.95M
TLSA,Tiziana Life Sciences Ltd,Biotechnology,62.39M
TLSI,"TriSalus Life Sciences, Inc.",Medical Devices,292.25M
TLYS,"Tilly's, Inc.",Apparel Retail,179.29M
TM,Toyota Motor Corporation,Auto Manufacturers,294.24B
TMC,TMC the metals company Inc.,Other Industrial Metals & Mining,471.37M
TMCI,"Treace Medical Concepts, Inc.",Medical Devices,274.08M
TMDX,"TransMedics Group, Inc.",Medical Devices,4.22B
TME,Tencent Music Entertainment Group,Internet Content & Information,21.81B
TMHC,Taylor Morrison Home Corporation,Residential Construction,6.24B
TMO,Thermo Fisher Scientific Inc.,Diagnostics & Research,225.45B
TMP,Tompkins Financial Corporation,Banks - Regional,669.88M
TMQ,Trilogy Metals Inc.,Other Industrial Metals & Mining,65.03M
TMTC,TMT Acquisition Corp,Shell Companies,88.40M
TMUS,"T-Mobile US, Inc.",Telecom Services,192.25B
TNC,Tennant Company,Specialty Industrial Machinery,2.03B
TNDM,"Tandem Diabetes Care, Inc.",Medical Devices,2.87B
TNET,"TriNet Group, Inc.",Staffing & Employment Services,5.15B
TNGX,"Tango Therapeutics, Inc.",Biotechnology,769.56M
TNK,Teekay Tankers Ltd.,Oil & Gas Midstream,2.33B
TNL,Travel + Leisure Co.,Travel Services,3.23B
TNON,"Tenon Medical, Inc.",Medical Devices,3.32M
TNP,Tsakos Energy Navigation Limited,Oil & Gas Midstream,847.11M
TNXP,Tonix Pharmaceuticals Holding Corp.,Biotechnology,14.79M
TNYA,"Tenaya Therapeutics, Inc.",Biotechnology,327.18M
TOI,"The Oncology Institute, Inc.",Medical Care Facilities,68.35M
TOL,"Toll Brothers, Inc.",Residential Construction,13.21B
TOMZ,"TOMI Environmental Solutions, Inc.",Pollution & Treatment Controls,13.97M
TOON,Kartoon Studios Inc.,Entertainment,42.85M
TOP,TOP Financial Group Limited,Capital Markets,102.90M
TOPS,Top Ships Inc.,Oil & Gas Midstream,57.83M
TORO,Toro Corp.,Marine Shipping,84.18M
TOST,"Toast, Inc.",Software - Infrastructure,14.92B
TOUR,Tuniu Corporation,Travel Services,102.10M
TOVX,"Theriva Biologics, Inc.",Biotechnology,7.05M
TOWN,TowneBank,Banks - Regional,1.99B
TPB,"Turning Point Brands, Inc.",Tobacco,600.88M
TPC,Tutor Perini Corporation,Engineering & Construction,981.40M
TPET,Trio Petroleum Corp.,Oil & Gas Exploration & Production,14.00M
TPG,TPG Inc.,Asset Management,15.85B
TPH,"Tri Pointe Homes, Inc.",Residential Construction,3.77B
TPHS,Trinity Place Holdings Inc.,Real Estate - Development,8.49M
TPIC,"TPI Composites, Inc.",Specialty Industrial Machinery,174.92M
TPL,Texas Pacific Land Corporation,Oil & Gas Exploration & Production,14.15B
TPR,"Tapestry, Inc.",Luxury Goods,9.13B
TPST,"Tempest Therapeutics, Inc.",Biotechnology,72.87M
TPVG,TriplePoint Venture Growth BDC Corp.,Asset Management,349.70M
TPX,"Tempur Sealy International, Inc.","Furnishings, Fixtures & Appliances",9.44B
TR,"Tootsie Roll Industries, Inc.",Confectioners,2.15B
TRAK,"Park City Group, Inc.",Software - Application,297.18M
TRAW,"Traws Pharma, Inc.",Biotechnology,15.99M
TRC,Tejon Ranch Co.,Conglomerates,437.07M
TRDA,"Entrada Therapeutics, Inc.",Biotechnology,479.93M
TREE,"LendingTree, Inc.",Financial Conglomerates,629.62M
TREX,"Trex Company, Inc.",Building Products & Equipment,9.48B
TRGP,Targa Resources Corp.,Oil & Gas Midstream,25.11B
TRI,Thomson Reuters Corporation,Specialty Business Services,75.94B
TRIB,Trinity Biotech plc,Diagnostics & Research,12.95M
TRIN,Trinity Capital Inc.,Asset Management,733.77M
TRIP,"Tripadvisor, Inc.",Travel Services,2.47B
TRIS,Tristar Acquisition I Corp.,Shell Companies,180.76M
TRMB,Trimble Inc.,Scientific & Technical Instruments,13.84B
TRMD,TORM plc,Oil & Gas Midstream,3.38B
TRMK,Trustmark Corporation,Banks - Regional,1.87B
TRML,"Tourmaline Bio, Inc.",Biotechnology,379.57M
TRN,"Trinity Industries, Inc.",Railroads,2.53B
TRNO,Terreno Realty Corporation,REIT - Industrial,5.22B
TRNR,Interactive Strength Inc.,Personal Services,3.09M
TRNS,"Transcat, Inc.",Industrial Distribution,1.03B
TRON,Corner Growth Acquisition Corp. 2,Shell Companies,73.11M
TROO,"TROOPS, Inc.",Software - Application,101.60M
TROW,"T. Rowe Price Group, Inc.",Asset Management,24.79B
TROX,Tronox Holdings plc,Chemicals,3.01B
TRP,TC Energy Corporation,Oil & Gas Midstream,40.06B
TRS,TriMas Corporation,Packaging & Containers,1.09B
TRSG,Tungray Technologies Inc,Engineering & Construction,104.98M
TRST,TrustCo Bank Corp NY,Banks - Regional,534.59M
TRT,Trio-Tech International,Semiconductor Equipment & Materials,27.81M
TRTL,TortoiseEcofin Acquisition Corp. III,Shell Companies,280.90M
TRTX,"TPG RE Finance Trust, Inc.",REIT - Mortgage,659.94M
TRU,TransUnion,Consulting Services,15.18B
TRUE,"TrueCar, Inc.",Internet Content & Information,261.44M
TRUG,"TruGolf Holdings, Inc.",Electronic Gaming & Multimedia,17.31M
TRUP,"Trupanion, Inc.",Insurance - Specialty,1.08B
TRV,"The Travelers Companies, Inc.",Insurance - Property & Casualty,50.10B
TRVG,trivago N.V.,Internet Content & Information,1.22B
TRVI,"Trevi Therapeutics, Inc.",Biotechnology,187.36M
TRVN,"Trevena, Inc.",Biotechnology,6.24M
TRX,TRX Gold Corporation,Gold,125.66M
TS,Tenaris S.A.,Oil & Gas Equipment & Services,19.73B
TSAT,Telesat Corporation,Communication Equipment,98.23M
TSBK,"Timberland Bancorp, Inc.",Banks - Regional,208.84M
TSBX,Turnstone Biologics Corp.,Biotechnology,70.77M
TSCO,Tractor Supply Company,Specialty Retail,29.22B
TSE,Trinseo PLC,Specialty Chemicals,121.05M
TSEM,Tower Semiconductor Ltd.,Semiconductors,4.06B
TSHA,"Taysha Gene Therapies, Inc.",Biotechnology,435.75M
TSLA,"Tesla, Inc.",Auto Manufacturers,538.45B
TSLX,"Sixth Street Specialty Lending, Inc.",Asset Management,2.00B
TSM,Taiwan Semiconductor Manufacturing Company Limited,Semiconductors,674.74B
TSN,"Tyson Foods, Inc.",Farm Products,20.81B
TSQ,"Townsquare Media, Inc.",Advertising Agencies,197.32M
TSRI,"TSR, Inc.",Software - Application,16.73M
TSVT,"2seventy bio, Inc.",Biotechnology,225.67M
TT,Trane Technologies plc,Building Products & Equipment,75.08B
TTC,The Toro Company,Tools & Accessories,9.16B
TTD,"The Trade Desk, Inc.",Software - Application,42.90B
TTE,TotalEnergies SE,Oil & Gas Integrated,173.25B
TTEC,"TTEC Holdings, Inc.",Information Technology Services,328.68M
TTEK,"Tetra Tech, Inc.",Engineering & Construction,11.51B
TTGT,"TechTarget, Inc.",Internet Content & Information,808.44M
TTI,"TETRA Technologies, Inc.",Oil & Gas Equipment & Services,526.82M
TTMI,"TTM Technologies, Inc.",Electronic Components,1.85B
TTNP,"Titan Pharmaceuticals, Inc.",Biotechnology,6.24M
TTOO,"T2 Biosystems, Inc.",Diagnostics & Research,33.33M
TTSH,"Tile Shop Holdings, Inc.",Home Improvement Retail,289.87M
TTWO,"Take-Two Interactive Software, Inc.",Electronic Gaming & Multimedia,24.98B
TU,TELUS Corporation,Telecom Services,23.71B
TUP,Tupperware Brands Corporation,Packaging & Containers,60.96M
TURB,"Turbo Energy, S.A.",Solar,13.55M
TURN,180 Degree Capital Corp.,Asset Management,38.60M
TUSK,"Mammoth Energy Services, Inc.",Conglomerates,155.55M
TUYA,Tuya Inc.,Software - Infrastructure,1.00B
TV,"Grupo Televisa, S.A.B.",Telecom Services,1.75B
TVGN,Tevogen Bio Holdings Inc.,Biotechnology,162.06M
TVTX,"Travere Therapeutics, Inc.",Biotechnology,481.14M
TW,Tradeweb Markets Inc.,Capital Markets,26.38B
TWG,Top Wealth Group Holding Limited,Luxury Goods,31.18M
TWI,"Titan International, Inc.",Farm & Heavy Construction Machinery,670.77M
TWIN,"Twin Disc, Incorporated",Specialty Industrial Machinery,220.15M
TWKS,"Thoughtworks Holding, Inc.",Information Technology Services,931.61M
TWLO,Twilio Inc.,Internet Content & Information,10.50B
TWLV,Twelve Seas Investment Company II,Shell Companies,119.41M
TWO,Two Harbors Investment Corp.,REIT - Mortgage,1.32B
TWOU,"2U, Inc.",Education & Training Services,27.61M
TWST,Twist Bioscience Corporation,Diagnostics & Research,2.39B
TX,Ternium S.A.,Steel,8.18B
TXG,"10x Genomics, Inc.",Health Information Services,3.12B
TXMD,"TherapeuticsMD, Inc.",Drug Manufacturers - Specialty & Generic,23.24M
TXN,Texas Instruments Incorporated,Semiconductors,169.82B
TXO,TXO Partners L.P.,Oil & Gas Exploration & Production,636.09M
TXRH,"Texas Roadhouse, Inc.",Restaurants,11.18B
